event_url,원가,할인가격,할인율
https://www.yeoshin.co.kr/event/mobile/15240,64900.0,57900,10.0
https://www.yeoshin.co.kr/event/mobile/23626,55000.0,48000,12.0
https://www.yeoshin.co.kr/event/mobile/25447,66000.0,59000,10.0
https://www.yeoshin.co.kr/event/mobile/25463,55000.0,48000,12.0
https://www.yeoshin.co.kr/event/mobile/24960,132000.0,125000,5.0
https://www.yeoshin.co.kr/event/mobile/25075,66000.0,59000,10.0
https://www.yeoshin.co.kr/event/mobile/26624,55000.0,48000,12.0
https://www.yeoshin.co.kr/event/mobile/26464,86900.0,79900,8.0
https://www.yeoshin.co.kr/event/mobile/26503,36300.0,29300,19.0
https://www.yeoshin.co.kr/event/mobile/27444,59000.0,52000,11.0
https://www.yeoshin.co.kr/event/mobile/16766,77000.0,70000,9.0
https://www.yeoshin.co.kr/event/mobile/26945,55000.0,48000,12.0
https://www.yeoshin.co.kr/event/mobile/27392,55000.0,48000,12.0
https://www.yeoshin.co.kr/event/mobile/27296,330000.0,323000,2.0
https://www.yeoshin.co.kr/event/mobile/24115,88000.0,81000,7.0
https://www.yeoshin.co.kr/event/mobile/26141,77000.0,70000,9.0
https://www.yeoshin.co.kr/event/mobile/26513,64900.0,57900,10.0
https://www.yeoshin.co.kr/event/mobile/26370,330000.0,323000,2.0
https://www.yeoshin.co.kr/event/mobile/27182,96800.0,89800,7.0
https://www.yeoshin.co.kr/event/mobile/20596,69000.0,62000,10.0
https://www.yeoshin.co.kr/event/mobile/24891,77000.0,70000,9.0
https://www.yeoshin.co.kr/event/mobile/26342,90000.0,83000,7.0
https://www.yeoshin.co.kr/event/mobile/25326,,847000,
https://www.yeoshin.co.kr/event/mobile/16474,110000.0,103000,6.0
https://www.yeoshin.co.kr/event/mobile/26274,77000.0,70000,9.0
https://www.yeoshin.co.kr/event/mobile/18810,44000.0,37000,15.0
https://www.yeoshin.co.kr/event/mobile/3808,88000.0,81000,7.0
